student_id,age,gender,city_type,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,mental_state,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,learning_style,career_goal,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,performance_category
731,20,Male,Urban,2.0,5,83,58,1.3,1,102,2.4,2.4,10,9,5.0,9,Balanced,7.3,7,1.0,5,1,1,Visual,Research,7,2,8,6,36,Low
732,22,Male,Urban,3.8,3,85,90,3.5,1,45,0.0,1.9,10,7,4.0,4,Burnout,7.3,4,1.0,5,8,6,Audio,Engineering,1,1,9,8,27,Low
733,18,Female,Semi-Urban,5.5,3,70,75,4.3,0,119,1.8,5.8,1,5,5.0,8,Focused,6.5,5,0.0,1,3,10,Audio,Engineering,6,5,10,1,37,Low
734,19,Female,Semi-Urban,6.1,6,64,86,1.5,0,44,2.6,0.8,3,9,7.0,4,Focused,7.8,1,2.3,6,3,5,Practical,Medical,3,8,5,10,100,High
735,17,Male,Semi-Urban,5.6,4,77,87,2.3,1,79,0.9,2.2,8,3,5.0,7,Focused,7.7,4,2.4,6,1,10,Visual,Business,2,4,9,6,62,Medium
736,19,Female,Urban,2.9,7,56,53,4.1,1,110,2.3,0.2,9,2,7.0,3,Distracted,5.5,6,2.2,7,9,3,Practical,Business,7,6,10,7,33,Low
737,17,Male,Rural,1.3,0,87,79,,0,55,1.6,1.5,4,10,1.0,4,Focused,6.5,3,1.2,7,6,7,Visual,Research,4,5,6,9,72,Medium
738,16,Female,Semi-Urban,4.8,3,83,54,0.3,1,45,0.0,3.2,2,5,,8,Distracted,7.5,5,1.7,2,1,7,Reading,Medical,2,4,4,10,69,Medium
739,18,Male,Semi-Urban,4.9,1,46,91,4.5,1,75,1.1,3.9,2,5,1.0,2,Burnout,5.6,7,0.5,5,4,8,Practical,Research,3,10,1,10,61,Medium
740,15,Male,Urban,4.3,1,52,67,3.2,0,94,2.1,5.6,8,10,4.0,2,Focused,4.6,2,1.3,9,10,6,Visual,Engineering,10,6,5,6,65,Medium
741,20,Female,Urban,2.2,7,91,79,3.2,1,88,2.1,3.1,3,8,2.0,6,Distracted,6.0,7,0.1,10,10,2,Practical,Research,1,2,5,6,53,Medium
742,23,Male,Semi-Urban,0.5,5,70,85,3.0,0,77,2.7,2.2,9,9,5.0,2,Balanced,5.8,7,1.6,10,10,6,Visual,Business,7,6,5,4,49,Low
743,23,Male,Urban,2.8,4,95,77,4.7,0,6,1.2,2.1,5,10,1.0,2,Burnout,9.5,3,0.3,3,3,5,Audio,Engineering,3,8,5,7,68,Medium
744,22,Female,Rural,2.1,2,87,95,2.9,1,32,0.7,1.7,2,8,6.0,10,Balanced,7.6,6,1.1,10,6,10,Audio,Engineering,3,6,4,4,59,Medium
745,18,Female,Semi-Urban,2.2,2,51,72,0.6,0,21,0.6,2.2,5,9,8.0,10,Burnout,7.0,6,0.6,6,4,5,Visual,Research,5,4,4,4,22,Low
746,16,Male,Rural,2.9,3,72,85,3.2,1,22,0.0,0.0,7,6,6.0,8,Balanced,6.1,4,0.0,7,8,5,Audio,Arts,4,7,6,6,54,Medium
747,17,Female,Urban,4.8,1,69,93,3.0,1,83,2.0,4.4,6,4,10.0,9,Burnout,6.1,6,0.3,7,9,9,Audio,Business,10,5,7,5,38,Low
748,22,Male,Semi-Urban,1.9,4,50,81,3.1,1,110,2.4,2.0,2,8,8.0,6,Balanced,5.3,5,0.6,10,6,9,Reading,Medical,7,9,2,5,72,Medium
749,19,Male,Semi-Urban,4.1,5,88,50,2.9,1,31,0.6,0.0,4,5,9.0,3,Burnout,4.7,3,0.2,1,7,7,Reading,Arts,6,6,3,3,59,Medium
750,23,Male,Urban,4.2,5,63,82,0.9,1,85,0.0,3.2,9,10,4.0,9,Balanced,8.0,2,1.3,3,3,8,Practical,Research,6,9,9,8,59,Medium
751,23,Female,Rural,6.5,1,56,79,1.6,1,67,1.5,4.1,1,2,4.0,7,Focused,6.0,5,1.4,7,5,6,Audio,Arts,10,9,1,9,89,High
752,18,Male,Rural,2.6,7,56,80,2.4,0,83,2.1,1.8,2,8,10.0,7,Balanced,6.4,0,1.0,4,3,3,Reading,Engineering,10,2,10,3,43,Low
753,16,Male,Rural,5.0,1,49,72,6.0,1,111,1.2,3.0,7,6,2.0,2,Burnout,8.2,7,0.9,1,4,4,Audio,Engineering,7,2,4,1,23,Low
754,18,Female,Rural,2.8,0,73,99,5.1,0,116,1.2,1.3,3,8,6.0,6,Burnout,6.3,5,2.6,1,9,4,Practical,Arts,4,9,3,5,62,Medium
755,20,Male,Rural,2.1,5,51,59,2.4,0,33,3.9,3.3,2,4,3.0,9,Focused,7.3,1,0.0,3,1,6,Visual,Arts,4,2,7,10,41,Low
756,19,Female,Rural,3.8,3,73,61,5.1,0,26,3.0,0.6,6,7,1.0,5,Burnout,7.2,1,0.5,2,2,2,Visual,Business,7,4,6,7,35,Low
757,23,Female,Rural,5.8,2,92,94,3.7,0,47,2.7,5.0,7,8,5.0,2,Balanced,6.2,7,1.4,6,8,8,Audio,Medical,5,1,6,7,66,Medium
758,23,Female,Rural,4.2,1,81,50,0.8,0,54,0.3,1.2,3,9,10.0,2,Balanced,6.3,5,0.3,4,9,3,Audio,Engineering,7,1,7,10,52,Medium
759,20,Female,Rural,2.3,6,68,58,4.7,1,80,1.7,1.2,8,10,10.0,7,Focused,6.6,1,0.7,2,9,6,Audio,Research,2,1,1,1,50,Medium
760,23,Male,Urban,3.9,0,42,100,3.7,1,12,1.7,1.3,10,6,5.0,9,Focused,5.2,5,2.4,3,1,6,Reading,Medical,5,8,2,8,52,Medium
761,18,Male,Semi-Urban,3.8,6,43,75,2.4,1,66,1.6,2.7,9,9,3.0,7,Balanced,6.9,3,0.8,2,3,10,Reading,Arts,5,5,10,7,35,Low
762,22,Male,Urban,2.4,2,40,98,0.7,0,62,1.7,2.1,2,9,7.0,9,Focused,6.9,6,0.5,10,6,7,Audio,Engineering,9,6,5,2,68,Medium
763,22,Female,Semi-Urban,3.6,2,97,76,3.1,1,107,0.9,3.0,2,3,3.0,4,Burnout,6.8,3,0.9,1,7,7,Visual,Research,4,1,3,5,33,Low
764,21,Female,Rural,1.6,3,49,54,,1,51,1.3,2.0,6,1,4.0,4,Burnout,5.9,0,1.2,7,6,5,Visual,Business,8,2,2,9,17,Low
765,19,Female,Urban,1.4,7,46,61,3.0,1,94,0.9,0.0,7,5,6.0,3,Balanced,5.7,7,1.2,2,1,10,Visual,Business,2,8,10,3,31,Low
766,20,Female,Semi-Urban,1.7,3,61,80,4.5,0,102,0.0,0.0,10,2,5.0,2,Burnout,8.6,3,1.1,2,7,10,Visual,Business,9,1,3,7,27,Low
767,21,Male,Semi-Urban,3.1,3,60,99,1.1,1,43,1.4,0.9,5,4,7.0,3,Focused,6.7,4,0.4,8,6,3,Reading,Arts,3,5,3,6,66,Medium
768,22,Male,Semi-Urban,3.1,0,52,63,3.1,1,55,2.3,1.4,4,10,2.0,9,Burnout,7.9,1,1.4,10,6,7,Reading,Research,2,1,7,1,32,Low
769,22,Male,Semi-Urban,1.7,1,62,97,1.9,0,59,1.9,5.5,1,7,7.0,4,Balanced,7.7,3,0.0,9,10,4,Audio,Research,9,3,9,1,42,Low
770,21,Female,Urban,3.5,1,54,65,2.0,1,42,1.8,1.2,4,6,6.0,1,Distracted,,5,1.5,6,1,8,Reading,Arts,2,5,4,5,46,Low
771,23,Male,Rural,5.8,3,82,62,4.9,0,22,1.4,4.7,10,9,10.0,5,Focused,6.9,6,1.5,6,4,3,Audio,Business,1,1,6,9,74,Medium
772,22,Male,Rural,4.3,7,69,95,1.4,1,96,1.5,1.2,2,1,9.0,10,Burnout,6.0,7,1.2,1,9,10,Audio,Research,9,9,6,4,56,Medium
773,17,Female,Rural,5.1,3,76,50,6.2,1,65,0.9,4.2,4,9,4.0,1,Balanced,7.4,3,0.9,3,1,2,Audio,Business,2,9,7,8,74,Medium
774,17,Female,Semi-Urban,3.7,0,96,94,2.9,0,35,0.5,0.7,7,3,3.0,4,Burnout,7.4,3,1.4,10,3,8,Practical,Arts,2,9,3,4,47,Low
775,17,Female,Semi-Urban,3.3,2,95,89,1.1,1,5,1.6,2.7,3,7,4.0,4,Distracted,5.9,6,0.7,7,9,5,Practical,Research,1,4,6,6,70,Medium
776,19,Female,Semi-Urban,5.4,2,77,89,4.6,1,64,2.5,2.6,5,3,1.0,5,Focused,5.3,5,0.7,3,4,3,Practical,Medical,2,8,7,8,58,Medium
777,21,Male,Urban,3.7,0,65,86,4.8,0,34,3.3,0.5,2,6,3.0,3,Burnout,7.0,4,0.6,1,7,7,Practical,Arts,6,6,2,3,35,Low
778,17,Female,Semi-Urban,5.6,7,77,51,1.8,1,55,0.9,5.2,6,6,3.0,8,Balanced,5.7,2,0.3,3,8,5,Reading,Arts,1,4,7,5,48,Low
779,16,Female,Semi-Urban,2.4,0,70,99,5.5,1,85,2.0,5.2,6,7,1.0,5,Focused,7.4,4,0.9,1,1,7,Reading,Research,7,3,7,3,47,Low
780,18,Male,Semi-Urban,1.7,6,67,93,2.5,0,85,1.9,1.4,8,5,3.0,10,Focused,8.1,6,1.3,2,5,8,Reading,Arts,1,1,3,3,44,Low
781,23,Female,Rural,6.5,5,69,56,6.7,0,87,1.6,1.9,9,2,7.0,10,Distracted,8.8,5,0.8,6,2,5,Audio,Medical,3,9,8,10,49,Low
782,16,Female,Rural,5.9,3,67,59,2.9,1,79,2.6,2.8,3,7,7.0,1,Distracted,6.9,3,0.0,1,10,2,Audio,Engineering,7,7,9,10,81,High
783,21,Female,Rural,6.4,3,59,95,1.0,0,44,2.1,0.0,2,4,5.0,4,Focused,7.2,6,0.8,1,2,1,Visual,Arts,10,10,3,6,100,High
784,20,Male,Urban,4.9,6,93,93,0.6,0,80,4.8,5.1,7,9,2.0,7,Burnout,6.2,1,1.7,5,2,8,Visual,Medical,8,7,6,1,58,Medium
785,18,Female,Urban,3.0,6,55,86,1.8,0,50,0.9,3.4,5,1,2.0,5,Distracted,7.8,5,0.3,3,1,6,Practical,Engineering,10,7,4,10,49,Low
786,17,Male,Rural,3.0,1,76,97,0.8,1,36,1.4,4.5,5,10,1.0,3,Focused,5.7,0,0.5,10,4,7,Practical,Research,2,2,1,5,61,Medium
787,22,Male,Urban,3.4,5,64,91,3.6,1,39,0.9,1.3,1,3,9.0,2,Burnout,9.3,4,0.0,6,1,2,Practical,Research,1,3,8,8,62,Medium
788,23,Male,Urban,3.9,1,71,100,,0,92,0.8,2.0,3,9,10.0,8,Focused,5.3,2,0.6,7,9,6,Practical,Engineering,3,5,7,8,98,High
789,18,Female,Semi-Urban,4.9,1,49,81,2.7,0,82,1.4,2.6,5,2,3.0,7,Focused,5.6,6,0.0,3,3,8,Reading,Business,8,8,1,8,61,Medium
790,22,Male,Semi-Urban,3.5,7,55,85,2.6,0,27,0.7,0.0,7,4,1.0,8,Balanced,6.7,0,2.1,5,9,5,Practical,Arts,10,3,9,9,42,Low
791,19,Male,Rural,2.9,5,86,68,2.5,1,84,0.8,0.0,8,3,2.0,5,Burnout,5.1,5,0.3,3,1,4,Practical,Medical,6,2,2,1,18,Low
792,16,Female,Rural,6.2,0,96,89,0.0,1,106,1.6,0.0,1,2,7.0,3,Burnout,7.0,5,0.8,9,7,7,Visual,Business,10,8,8,9,69,Medium
793,19,Female,Urban,5.1,1,89,54,2.0,0,93,1.4,6.0,10,2,4.0,2,Distracted,5.4,6,1.2,1,2,5,Audio,Business,2,9,4,9,59,Medium
794,15,Female,Rural,6.1,3,64,89,5.0,1,91,1.7,2.2,9,5,6.0,6,Balanced,7.6,4,1.5,1,1,5,Practical,Research,5,7,2,6,59,Medium
795,19,Female,Urban,0.8,1,79,100,5.8,0,110,1.8,0.7,4,4,,9,Distracted,6.6,2,1.5,3,8,4,Visual,Medical,9,1,1,4,46,Low
796,17,Male,Urban,6.2,5,49,59,2.7,0,22,1.6,1.6,8,10,3.0,2,Burnout,6.9,5,0.6,5,6,4,Reading,Medical,7,7,9,6,51,Medium
797,23,Male,Semi-Urban,4.8,4,78,82,1.7,0,20,2.1,2.7,10,7,3.0,9,Distracted,7.1,7,1.0,10,9,9,Practical,Medical,9,1,7,3,26,Low
798,23,Female,Rural,5.9,4,49,66,2.0,0,71,1.0,3.0,10,4,2.0,10,Distracted,5.7,0,0.3,7,4,10,Audio,Arts,5,6,9,5,17,Low
799,17,Female,Urban,4.0,3,41,59,5.0,1,42,1.5,0.3,5,2,2.0,1,Distracted,6.8,2,1.8,6,2,1,Audio,Medical,1,10,9,6,32,Low
800,16,Male,Semi-Urban,4.4,4,59,66,2.6,0,61,1.9,1.1,9,10,1.0,5,Focused,,3,0.2,5,3,2,Practical,Research,6,3,10,1,47,Low
801,16,Female,Rural,5.5,6,59,88,1.0,0,17,1.5,0.5,6,4,6.0,10,Burnout,5.3,7,1.2,5,8,8,Audio,Arts,10,9,4,10,62,Medium
802,19,Female,Semi-Urban,4.6,7,86,70,2.9,1,5,1.0,1.2,7,9,3.0,10,Burnout,5.4,2,0.0,5,9,8,Audio,Business,10,2,9,10,30,Low
803,20,Male,Rural,3.7,7,72,60,2.4,0,51,3.9,2.1,9,7,6.0,8,Burnout,6.3,7,2.1,4,6,1,Reading,Arts,2,6,1,9,62,Medium
804,21,Female,Rural,5.4,3,87,93,4.4,0,112,0.4,0.4,5,1,9.0,6,Focused,7.4,2,1.7,4,10,8,Reading,Medical,3,8,6,4,69,Medium
805,19,Male,Semi-Urban,6.1,4,48,84,1.0,0,21,2.1,3.2,9,3,2.0,5,Focused,7.1,4,2.6,1,10,3,Reading,Business,10,3,5,4,60,Medium
806,20,Male,Urban,5.1,2,59,82,3.7,0,97,2.7,1.9,6,5,4.0,6,Balanced,6.3,2,0.9,4,5,2,Practical,Research,10,10,2,6,69,Medium
807,15,Female,Semi-Urban,2.4,7,97,97,2.8,1,110,1.3,2.9,1,8,5.0,3,Balanced,6.1,4,2.6,9,9,1,Reading,Arts,3,4,2,7,82,High
808,20,Male,Semi-Urban,2.0,6,66,89,0.8,0,17,0.0,0.5,6,7,9.0,6,Focused,5.7,3,0.5,2,2,2,Visual,Engineering,6,2,3,8,80,High
809,22,Male,Rural,1.5,0,95,65,1.9,0,40,3.8,2.4,9,6,4.0,2,Burnout,4.6,6,1.8,3,3,4,Visual,Research,2,5,3,10,56,Medium
810,19,Female,Semi-Urban,2.5,1,64,59,5.4,1,106,1.3,0.0,4,5,3.0,5,Burnout,7.3,5,1.6,1,10,6,Audio,Engineering,10,7,9,8,28,Low
811,15,Male,Rural,4.2,6,73,71,5.4,1,51,0.2,1.1,8,6,2.0,5,Balanced,6.3,2,1.6,10,5,1,Audio,Business,10,5,5,6,52,Medium
812,21,Male,Urban,3.0,2,91,81,5.6,1,79,1.9,2.8,3,3,,1,Focused,7.8,1,0.7,8,10,10,Audio,Medical,2,3,8,3,62,Medium
813,22,Female,Rural,5.7,5,44,52,1.1,0,73,3.0,2.3,3,7,1.0,7,Focused,6.1,0,1.1,4,2,4,Audio,Research,4,9,9,1,54,Medium
814,19,Female,Rural,4.7,1,42,72,2.7,0,30,0.0,0.6,4,4,6.0,7,Focused,6.1,6,1.9,5,10,3,Practical,Arts,3,6,1,7,65,Medium
815,21,Female,Urban,0.8,7,48,82,1.9,1,28,2.1,0.2,7,9,4.0,6,Focused,6.3,0,1.9,1,3,9,Audio,Medical,3,10,2,4,58,Medium
816,22,Male,Rural,4.6,3,63,89,1.2,1,25,1.5,1.8,7,1,8.0,10,Focused,7.2,1,0.8,8,3,5,Visual,Engineering,4,1,5,10,59,Medium
817,17,Male,Urban,4.9,1,68,86,4.0,0,43,1.8,2.4,4,8,9.0,2,Distracted,7.9,0,0.6,7,4,8,Visual,Arts,10,8,1,8,96,High
818,17,Male,Semi-Urban,5.3,6,59,93,3.7,1,88,2.0,2.7,7,8,4.0,8,Focused,8.7,4,1.5,4,1,10,Practical,Research,3,2,8,8,66,Medium
819,18,Male,Semi-Urban,5.3,0,40,71,3.5,1,41,2.6,2.0,1,2,5.0,9,Burnout,7.3,5,0.8,8,3,1,Visual,Business,4,5,5,5,25,Low
820,22,Female,Rural,3.9,4,76,73,3.5,0,93,1.4,0.0,8,3,2.0,4,Distracted,6.4,3,0.6,5,2,8,Audio,Business,1,3,7,10,45,Low
821,20,Female,Rural,5.3,6,45,55,5.7,0,112,2.6,0.0,4,9,7.0,2,Distracted,8.1,4,2.4,8,1,3,Visual,Medical,1,5,8,7,68,Medium
822,22,Male,Urban,4.5,1,85,57,2.7,1,106,0.6,3.6,9,9,8.0,8,Burnout,7.8,2,0.0,8,5,7,Visual,Arts,8,6,5,8,55,Medium
823,19,Female,Semi-Urban,5.0,4,84,95,3.1,0,72,1.3,2.5,4,4,3.0,8,Burnout,6.5,3,1.4,4,6,8,Visual,Business,6,6,10,4,37,Low
824,23,Female,Semi-Urban,6.3,5,72,67,1.3,0,16,0.8,0.6,5,1,3.0,7,Focused,6.4,1,0.1,1,1,8,Visual,Arts,9,7,3,6,74,Medium
825,18,Male,Urban,3.8,2,97,87,4.1,0,80,0.0,1.2,9,2,4.0,10,Burnout,5.1,1,2.4,9,6,6,Practical,Arts,7,5,6,1,22,Low
826,17,Male,Urban,5.4,4,60,73,3.7,1,31,3.2,1.8,7,9,7.0,5,Burnout,7.3,3,0.5,7,1,4,Audio,Medical,3,4,1,2,58,Medium
827,21,Female,Rural,1.5,4,93,51,4.5,1,55,0.2,1.3,9,4,7.0,1,Distracted,6.3,2,2.0,2,6,10,Practical,Business,9,5,10,7,31,Low
828,22,Female,Urban,6.2,7,47,69,3.4,1,38,1.7,0.9,5,6,5.0,6,Distracted,7.3,7,1.8,3,9,3,Visual,Arts,3,2,7,10,62,Medium
829,17,Female,Rural,2.7,6,84,71,1.4,1,92,1.7,3.9,10,7,1.0,7,Balanced,6.3,2,1.7,2,6,4,Audio,Business,3,6,10,9,64,Medium
830,19,Female,Urban,1.2,6,89,66,2.7,1,15,0.0,1.8,8,1,4.0,9,Balanced,5.6,4,1.9,6,3,5,Visual,Engineering,1,8,6,2,26,Low
831,15,Female,Semi-Urban,3.0,5,95,66,3.7,1,68,1.4,2.5,8,8,1.0,9,Focused,,2,1.8,6,3,1,Reading,Business,8,10,3,7,51,Medium
832,20,Female,Urban,5.6,4,52,62,5.0,0,5,0.7,1.6,9,5,9.0,10,Burnout,8.7,6,1.9,4,9,3,Reading,Medical,10,10,1,5,54,Medium
833,20,Female,Urban,3.5,5,42,91,,1,98,1.5,1.5,5,7,6.0,2,Balanced,6.5,0,0.2,3,1,4,Audio,Arts,4,10,2,8,74,Medium
834,17,Male,Semi-Urban,4.3,7,74,62,4.7,0,116,0.8,1.7,4,2,4.0,9,Burnout,6.4,5,1.1,6,6,9,Practical,Business,1,10,6,8,44,Low
835,17,Female,Rural,4.7,4,60,75,3.4,0,25,1.0,4.0,2,6,8.0,7,Distracted,4.6,0,0.4,3,7,5,Reading,Business,5,2,6,6,60,Medium
836,18,Female,Urban,3.3,5,60,77,3.3,1,7,2.2,0.3,2,10,10.0,4,Balanced,7.1,7,2.0,3,5,5,Audio,Medical,2,9,4,9,74,Medium
837,20,Female,Semi-Urban,3.0,0,55,53,3.2,1,42,2.4,4.0,4,1,4.0,3,Burnout,4.8,6,1.2,2,2,5,Reading,Arts,8,8,5,2,35,Low
838,21,Female,Urban,4.2,4,89,89,0.8,1,18,1.7,2.1,7,3,4.0,7,Distracted,6.1,0,1.4,4,9,4,Visual,Engineering,5,1,2,4,43,Low
839,20,Male,Semi-Urban,5.7,7,67,94,2.2,0,115,1.3,5.5,1,9,3.0,5,Burnout,5.3,1,0.8,5,4,7,Visual,Engineering,6,3,8,8,59,Medium
840,21,Male,Rural,4.0,3,88,83,3.8,0,64,1.1,5.0,6,6,8.0,5,Balanced,6.5,5,1.9,6,3,1,Reading,Research,1,3,4,2,63,Medium
841,17,Female,Urban,4.7,6,91,69,4.2,1,108,2.3,2.1,8,6,5.0,9,Focused,7.7,0,2.4,9,2,5,Visual,Engineering,2,1,7,4,59,Medium
842,16,Male,Rural,2.9,3,67,60,0.8,0,52,1.7,2.0,7,3,8.0,9,Focused,7.3,3,0.5,7,5,10,Visual,Medical,7,2,4,1,48,Low
843,15,Female,Semi-Urban,1.8,6,46,72,3.1,1,119,2.3,3.2,5,2,5.0,5,Distracted,7.9,7,0.0,4,7,9,Reading,Arts,9,3,1,9,47,Low
844,21,Female,Rural,3.3,5,85,75,4.3,1,119,3.6,3.3,10,10,8.0,10,Distracted,6.4,1,2.1,2,4,4,Visual,Medical,2,8,3,2,52,Medium
845,20,Female,Rural,2.8,4,68,52,4.0,0,66,2.2,1.6,3,7,3.0,10,Balanced,6.6,3,0.0,10,1,3,Visual,Business,2,3,5,9,50,Medium
846,16,Male,Rural,5.6,5,56,55,1.1,0,119,2.5,2.9,5,1,3.0,3,Distracted,6.8,2,1.1,3,4,6,Reading,Business,7,1,4,7,59,Medium
847,15,Male,Rural,2.7,1,85,79,4.8,1,30,0.5,3.7,9,9,6.0,3,Burnout,5.7,0,1.3,1,3,5,Audio,Arts,7,5,10,5,31,Low
848,22,Female,Rural,3.8,5,96,88,2.7,1,66,1.8,3.5,4,1,4.0,6,Focused,7.0,0,0.8,2,2,4,Reading,Research,4,4,1,4,64,Medium
849,19,Female,Rural,1.3,1,45,52,0.3,0,56,2.0,4.3,3,9,6.0,8,Balanced,6.7,4,0.7,6,3,1,Visual,Business,6,5,9,6,32,Low
850,19,Male,Urban,5.7,7,76,97,2.1,0,72,1.3,3.9,5,4,2.0,7,Burnout,5.9,2,0.2,10,8,1,Visual,Medical,3,2,4,2,41,Low
851,16,Male,Semi-Urban,4.1,0,57,67,2.1,1,110,0.7,3.9,10,8,7.0,10,Focused,6.6,3,1.3,7,4,6,Practical,Arts,9,4,6,9,57,Medium
852,15,Female,Semi-Urban,3.3,2,43,63,0.4,1,97,0.0,1.0,1,10,1.0,9,Focused,6.6,2,1.8,9,5,6,Practical,Business,1,1,7,10,63,Medium
853,17,Male,Rural,5.3,4,51,78,2.8,0,69,0.4,0.5,7,4,5.0,2,Distracted,7.5,5,0.3,2,4,8,Reading,Arts,1,8,3,8,81,High
854,20,Male,Rural,2.1,5,99,100,2.4,1,104,0.6,1.3,2,2,2.0,6,Balanced,8.6,1,0.0,7,10,8,Practical,Arts,8,2,5,6,42,Low
855,21,Male,Semi-Urban,1.2,0,40,63,4.8,1,39,2.9,3.0,3,2,1.0,9,Focused,7.2,1,2.0,4,10,6,Audio,Research,7,10,6,1,11,Low
856,20,Female,Semi-Urban,3.9,2,97,62,5.9,0,11,1.7,2.0,7,10,7.0,9,Burnout,8.1,6,0.4,2,7,3,Visual,Engineering,9,5,7,8,31,Low
857,16,Male,Rural,4.7,2,88,56,3.3,1,23,1.9,1.9,6,9,4.0,6,Balanced,5.9,0,0.9,3,9,4,Visual,Medical,7,4,6,7,61,Medium
858,20,Female,Urban,2.4,3,72,64,4.3,1,11,1.1,3.8,5,8,8.0,5,Focused,6.1,6,0.0,5,4,5,Practical,Engineering,4,1,3,8,66,Medium
859,23,Female,Rural,2.3,7,61,57,3.0,1,106,2.4,1.8,5,4,9.0,2,Balanced,6.6,6,0.3,1,8,2,Visual,Arts,5,2,5,7,58,Medium
860,19,Female,Rural,5.9,7,88,91,2.3,0,6,1.2,4.3,4,7,7.0,5,Distracted,7.0,3,0.1,7,5,2,Practical,Engineering,8,2,8,2,81,High
861,22,Male,Urban,2.9,1,71,100,3.8,0,71,0.3,3.3,4,6,8.0,7,Distracted,5.0,3,1.4,1,8,10,Audio,Research,5,3,3,4,65,Medium
862,21,Male,Rural,4.3,3,84,70,3.1,0,82,0.6,3.4,2,2,4.0,1,Burnout,5.9,1,1.2,7,6,7,Practical,Business,5,8,6,4,54,Medium
863,20,Female,Semi-Urban,7.2,3,74,88,2.7,1,19,0.3,0.0,10,1,3.0,3,Focused,6.1,1,0.0,5,4,6,Audio,Medical,2,4,7,1,46,Low
864,17,Male,Rural,3.9,7,60,62,3.2,0,56,2.6,0.1,3,4,2.0,6,Focused,7.4,3,0.9,6,4,2,Audio,Medical,6,7,4,7,75,High
865,16,Female,Rural,0.6,4,57,75,1.8,1,106,0.9,2.8,1,2,2.0,5,Focused,,0,0.9,10,3,8,Audio,Research,3,8,2,5,50,Medium
866,23,Male,Rural,1.8,7,97,74,4.2,1,49,2.5,3.7,2,7,1.0,4,Focused,7.2,2,0.7,4,5,10,Audio,Arts,1,7,2,2,52,Medium
867,21,Male,Urban,4.3,7,90,53,3.7,0,53,2.6,3.0,10,7,7.0,6,Balanced,7.5,4,0.7,4,8,7,Audio,Medical,10,1,6,2,62,Medium
868,22,Male,Urban,4.9,6,44,87,3.8,1,21,2.7,3.5,3,10,6.0,5,Burnout,7.1,3,0.0,3,4,7,Practical,Research,5,4,6,7,55,Medium
869,20,Female,Semi-Urban,4.1,7,79,78,,1,103,1.3,4.0,2,9,10.0,10,Balanced,4.7,5,1.0,4,2,2,Reading,Engineering,1,10,2,4,66,Medium
870,21,Male,Rural,3.5,4,85,65,4.4,1,111,0.9,3.0,8,10,7.0,9,Focused,6.7,6,1.3,5,5,7,Visual,Business,9,8,7,1,51,Medium
871,23,Male,Urban,2.9,4,62,82,2.6,0,40,1.2,1.8,4,10,3.0,5,Focused,6.0,7,0.2,8,8,6,Visual,Engineering,5,5,1,2,57,Medium
872,18,Female,Semi-Urban,4.1,7,47,82,3.7,1,51,0.2,3.0,6,9,2.0,7,Distracted,6.0,0,1.2,10,9,1,Visual,Business,5,8,1,7,74,Medium
873,18,Female,Semi-Urban,1.8,1,84,92,5.5,0,61,1.1,0.3,8,5,10.0,6,Distracted,4.6,3,1.2,4,3,7,Practical,Medical,2,7,1,10,76,High
874,19,Female,Rural,2.8,4,56,57,3.1,1,77,1.8,3.6,7,1,7.0,6,Burnout,9.2,0,1.1,1,3,8,Audio,Business,8,7,5,8,35,Low
875,19,Male,Urban,2.0,2,100,53,2.4,1,27,1.9,2.5,9,5,7.0,2,Distracted,6.9,6,1.5,9,2,4,Audio,Business,2,8,1,9,56,Medium
876,19,Female,Urban,3.2,2,75,98,2.4,0,55,1.8,4.8,2,9,5.0,5,Distracted,7.7,7,0.3,6,7,4,Reading,Engineering,2,1,6,9,64,Medium
877,15,Female,Rural,5.8,2,75,97,3.7,0,85,2.0,4.0,9,2,7.0,10,Burnout,7.0,1,2.4,1,3,1,Practical,Research,8,3,10,2,34,Low
878,20,Male,Rural,2.9,5,50,95,2.2,0,81,4.7,0.7,3,5,5.0,4,Focused,3.0,0,0.6,1,6,7,Practical,Research,10,4,10,3,41,Low
879,23,Female,Rural,1.1,6,72,56,2.3,0,84,0.9,2.0,2,8,4.0,8,Balanced,7.5,6,1.0,2,9,6,Reading,Business,7,10,1,3,64,Medium
880,19,Male,Rural,5.1,0,92,62,5.7,1,96,1.6,1.7,8,10,,3,Balanced,6.6,1,2.9,9,1,1,Practical,Arts,5,3,10,9,74,Medium
881,18,Female,Semi-Urban,4.1,6,80,54,2.4,1,7,2.4,1.6,5,4,5.0,8,Burnout,6.1,2,0.8,10,1,8,Audio,Business,5,2,8,5,38,Low
882,17,Female,Semi-Urban,1.8,5,97,73,1.3,0,69,0.0,1.4,7,10,9.0,2,Burnout,4.5,3,1.3,2,7,9,Practical,Business,6,4,5,1,54,Medium
883,17,Female,Urban,2.3,0,61,96,0.3,1,65,0.4,2.2,1,5,8.0,4,Focused,5.8,5,0.6,9,7,3,Visual,Arts,5,3,10,4,63,Medium
